"","t=1","t=2","t=3","t=4","t=5","t=6","t=7","t=8","t=9","t=10","t=11","t=12","t=13","t=14","t=15","t=16","t=17","t=18","t=19","t=20","t=21","t=22","t=23","t=24","t=25","t=26","t=27","t=28","t=29","t=30","t=31","t=32","t=33","t=34","t=35","t=36","t=37","t=38","t=39","t=40","t=41","t=42","t=43","t=44","t=45","t=46","t=47","t=48","t=49","t=50","t=51","t=52","t=53","t=54","t=55","t=56","t=57","t=58","t=59","t=60","accuracy"
"iRep=19",3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,3,1,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,3,1,3,1,0.583333333333333
"iRep=20",2,1,2,1,2,1,3,3,1,2,1,2,1,3,3,3,1,2,1,2,1,2,1,3,3,3,3,3,3,1,2,1,2,1,2,1,2,1,2,1,3,3,1,2,1,1,2,1,2,1,3,3,1,3,3,3,3,3,1,2,0.483333333333333
"iRep=21",2,1,3,2,1,3,3,2,1,3,3,1,3,1,3,1,3,1,3,3,2,1,3,3,3,1,3,3,3,1,3,3,1,3,1,3,1,3,1,3,3,3,1,3,3,3,2,1,3,1,3,3,2,1,3,1,3,3,1,3,0.7
"iRep=22",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,2,2,2,3,3,3,3,3,1,2,2,3,3,3,1,2,2,2,2,3,3,1,1,1,2,2,3,3,3,3,3,1,1,2,3,3,1,2,0.533333333333333
"iRep=23",2,3,1,2,3,1,3,1,3,1,2,3,3,1,3,1,2,3,3,1,2,3,1,2,3,1,3,1,2,3,3,1,2,3,3,1,2,3,1,3,1,2,1,3,1,2,3,1,3,1,2,1,3,1,2,1,2,3,1,2,0.65
"iRep=24",3,1,3,3,1,3,1,3,3,1,3,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,1,3,1,2,2,2,2,0.566666666666667
"iRep=25",3,3,3,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,0.416666666666667
"iRep=26",3,3,2,1,3,2,1,1,3,2,1,3,3,3,3,2,1,3,2,1,3,2,1,2,1,3,3,3,3,2,1,1,3,3,2,1,2,1,1,1,2,1,3,2,1,1,3,2,1,3,2,1,1,3,3,3,3,3,3,2,0.616666666666667
"iRep=27",1,2,3,1,2,3,3,3,1,2,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,2,3,3,3,3,3,3,3,0.616666666666667
"iRep=28",2,2,3,3,2,2,3,1,3,2,3,1,3,2,2,2,2,3,1,3,3,1,3,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,1,3,3,1,3,3,1,3,2,3,3,3,3,1,2,3,0.633333333333333
"iRep=29",2,3,1,2,3,1,2,3,1,2,3,2,3,2,3,2,3,1,2,3,1,2,3,2,3,2,3,2,3,1,3,1,3,1,2,3,2,3,1,2,3,1,2,3,2,3,2,3,1,2,3,1,2,3,1,2,3,2,3,2,0.633333333333333
"iRep=30",3,2,2,2,1,3,1,3,3,1,3,1,3,1,2,2,1,3,2,2,3,1,3,1,1,2,2,3,1,2,2,1,3,1,3,1,3,1,2,2,2,3,1,1,1,3,1,3,1,1,3,1,2,3,1,2,3,1,1,3,0.55
"iRep=31",3,1,3,1,1,3,1,1,2,2,2,2,2,3,1,3,1,2,2,2,2,3,1,1,2,2,2,2,3,1,3,1,3,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,3,1,2,2,2,2,3,1,1,3,0.483333333333333
"iRep=32",3,1,3,2,2,1,3,2,1,3,2,2,2,2,1,3,2,2,2,2,2,2,1,3,1,3,2,1,1,3,1,1,3,1,1,3,1,3,2,2,1,1,3,1,3,2,2,2,2,2,2,1,3,1,3,2,1,3,1,3,0.5
"iRep=33",2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,0.516666666666667
"iRep=34",3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,3,1,3,1,3,2,1,3,1,3,1,3,2,2,2,2,2,2,2,1,3,2,2,2,0.633333333333333
"iRep=35",1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.5
"iRep=36",3,1,1,2,2,3,1,3,1,2,2,3,1,2,3,1,2,2,2,3,3,3,1,2,2,2,3,1,2,2,2,3,1,3,1,2,2,3,1,3,1,2,3,1,2,2,2,2,3,1,2,3,1,2,2,2,3,1,2,2,0.6
"iRep=37",2,1,3,2,1,2,1,2,1,3,3,2,1,3,2,1,3,2,1,3,3,2,1,2,1,3,2,1,3,3,3,2,1,3,1,3,2,1,3,1,3,3,3,2,1,3,3,3,3,3,2,1,2,1,2,1,3,2,1,3,0.566666666666667
"iRep=38",1,3,1,3,3,3,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.35
"iRep=39",2,1,2,3,1,2,2,3,1,2,3,1,2,1,2,1,2,2,1,2,3,1,2,3,1,2,2,3,3,1,2,3,1,2,1,2,3,1,2,3,1,2,1,2,3,1,2,1,2,1,2,3,1,2,3,1,2,1,2,3,0.533333333333333
"iRep=40",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,3,2,2,1,3,2,1,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,3,3,3,2,1,3,3,2,1,3,0.533333333333333
"iRep=41",3,1,3,1,3,3,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,3,1,1,3,1,3,1,1,3,1,3,3,1,3,3,1,3,1,3,3,1,3,1,0.683333333333333
"iRep=42",2,3,1,2,3,1,2,3,1,3,1,2,3,3,3,1,3,3,3,3,3,3,3,1,2,3,3,3,1,2,3,3,1,3,1,2,3,3,3,1,2,3,1,2,3,1,3,3,3,3,1,2,3,3,1,3,1,2,3,1,0.65
"iRep=43",3,3,3,1,3,3,1,3,3,1,3,1,1,1,3,1,1,3,1,3,3,1,3,1,1,2,2,2,2,2,1,3,1,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,0.633333333333333
"iRep=44",1,3,2,1,3,2,1,3,3,2,1,3,3,3,3,2,1,3,2,1,2,1,3,3,2,1,3,2,1,3,2,1,3,3,2,1,3,2,1,3,3,3,3,2,1,3,3,3,2,1,3,3,3,3,2,1,3,2,1,3,0.65
"iRep=45",2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,3,1,3,2,2,2,2,2,2,1,3,3,1,3,1,3,3,0.55
"iRep=46",3,1,3,2,2,3,1,3,1,3,1,1,3,2,2,3,2,2,2,2,2,3,1,3,2,3,2,2,3,1,3,1,3,2,2,2,2,2,3,2,3,1,3,2,2,3,1,3,2,2,2,2,2,2,2,2,2,3,1,3,0.533333333333333
"iRep=47",1,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,1,1,3,1,2,2,2,2,2,3,1,3,1,1,3,1,3,1,1,1,3,1,3,1,3,1,3,1,3,1,1,3,1,3,1,1,1,3,3,1,1,3,1,3,0.583333333333333
"iRep=48",1,3,2,1,3,2,2,3,2,3,2,2,2,2,2,2,1,3,2,2,1,3,1,3,2,2,1,3,2,2,2,1,3,2,2,3,2,2,3,2,1,3,2,2,3,2,2,2,1,3,2,3,3,2,1,3,2,2,1,3,0.483333333333333
"iRep=49",2,2,2,2,2,2,2,1,3,1,3,1,3,1,1,3,2,2,2,2,2,2,2,1,1,1,3,1,3,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,3,1,1,3,2,2,2,2,1,3,1,3,1,1,3,1,0.45
"iRep=50",2,2,2,2,2,2,1,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,3,2,2,1,3,2,1,3,1,3,1,3,2,2,2,2,2,2,2,2,1,3,1,3,2,2,0.416666666666667
"iRep=51",2,3,3,1,2,3,3,3,3,1,3,1,2,3,3,1,2,2,2,2,3,3,3,3,3,1,2,3,1,2,2,2,3,1,2,3,1,2,2,3,1,2,2,3,3,1,3,1,2,3,1,3,1,2,3,1,2,2,2,2,0.666666666666667
"iRep=52",3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,1,2,2,3,3,1,3,3,1,3,2,2,2,3,3,1,3,2,2,2,2,2,3,1,1,2,2,2,2,3,2,2,3,0.466666666666667
"iRep=53",1,3,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,1,3,2,1,3,2,1,3,3,2,1,3,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,1,3,2,1,3,1,3,1,3,2,1,3,0.583333333333333
"iRep=54",1,1,3,2,1,3,2,2,2,1,1,3,3,2,2,2,1,3,2,2,1,3,3,2,2,1,3,2,1,3,2,2,2,1,1,3,2,2,1,3,3,2,1,3,2,1,3,3,3,3,3,3,3,2,2,2,1,3,2,2,0.633333333333333
"iRep=55",2,3,1,3,1,2,2,2,3,1,3,2,2,3,2,3,1,2,3,1,3,2,3,1,2,2,3,2,3,2,2,3,3,1,3,2,3,1,3,1,2,3,2,2,2,3,1,3,2,3,2,2,3,3,2,2,2,3,1,2,0.616666666666667
"iRep=56",2,3,1,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,1,3,1,3,1,3,1,2,3,1,2,3,1,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,1,2,0.533333333333333
"iRep=57",3,2,1,1,3,2,1,3,2,1,1,1,3,3,3,3,3,3,2,1,3,2,1,3,3,2,1,3,2,1,3,3,2,1,3,2,1,3,2,1,1,1,1,3,3,2,1,3,2,1,1,3,2,1,1,3,2,1,3,3,0.7
"iRep=58",2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,3,3,1,3,1,2,3,1,2,2,2,3,1,2,2,2,2,2,2,2,2,0.466666666666667
"iRep=59",2,3,2,3,1,3,1,3,1,3,2,2,3,1,3,1,3,2,3,2,3,1,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,3,2,2,3,1,3,1,3,1,3,0.683333333333333
"iRep=60",1,3,1,3,3,3,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,3,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,0.45
"iRep=61",3,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,3,1,2,1,2,2,3,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,3,1,2,3,2,1,2,1,2,1,2,1,0.5
"iRep=62",1,3,2,1,1,3,1,3,2,1,1,1,3,2,2,1,3,2,1,3,2,1,3,1,3,1,3,1,3,2,2,1,3,2,2,1,3,2,1,3,2,2,1,3,2,1,3,2,2,1,3,2,1,3,2,1,3,2,2,1,0.566666666666667
"iRep=63",1,3,1,3,1,1,2,2,3,1,2,2,2,2,3,1,3,1,3,1,1,2,2,2,2,2,2,3,1,3,1,1,3,1,1,1,1,1,3,1,3,1,2,2,2,2,2,2,2,3,1,3,1,2,2,2,2,2,2,2,0.516666666666667
"iRep=64",3,3,2,1,3,2,1,3,2,1,3,2,2,1,3,2,2,1,3,2,1,3,2,2,1,3,2,2,2,1,3,2,2,2,2,1,3,2,1,3,2,2,2,1,3,2,2,1,3,2,2,2,1,3,2,2,1,3,2,1,0.583333333333333
"iRep=65",3,2,1,3,2,1,3,2,1,3,3,2,1,3,3,3,2,1,3,3,2,1,3,1,3,3,3,2,1,3,2,1,3,3,2,1,3,3,3,2,1,3,3,2,1,3,2,1,3,3,3,2,1,3,3,2,1,3,2,1,0.566666666666667
"iRep=66",1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,3,2,1,3,2,2,2,2,2,2,2,1,3,1,3,2,2,1,3,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,3,1,0.516666666666667
"iRep=67",1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,3,1,3,1,2,2,2,2,2,0.6
"iRep=68",1,2,3,1,2,1,2,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,1,2,1,2,1,2,2,3,1,2,2,1,2,1,2,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,1,0.583333333333333
"iRep=69",3,1,2,3,1,3,1,2,2,2,3,1,3,1,3,1,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,2,3,1,3,1,2,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,3,1,3,1,3,1,0.533333333333333
"iRep=70",3,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,2,2,1,3,3,3,2,2,2,1,3,2,1,3,3,2,2,1,3,2,2,1,3,3,3,2,2,2,2,2,2,2,0.516666666666667
"iRep=71",3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,3,3,1,2,3,3,3,3,3,3,1,2,3,1,2,2,2,2,2,3,3,0.6
"iRep=72",2,2,3,2,2,3,1,2,2,2,2,3,2,3,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,1,1,2,2,3,1,2,2,2,2,2,2,2,2,3,1,2,2,2,0.5
"iRep=73",2,1,3,3,3,2,2,2,2,2,2,1,1,3,3,3,2,2,1,3,1,3,3,3,1,1,3,3,3,3,1,3,2,2,1,3,3,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.55
"iRep=74",2,3,1,2,2,3,1,2,2,2,3,1,2,3,1,2,3,1,2,2,3,1,2,2,2,2,3,1,2,3,1,1,2,3,2,3,1,1,1,2,3,1,2,2,3,1,2,3,1,1,1,1,2,3,1,2,2,3,1,2,0.466666666666667
"iRep=75",2,1,3,2,1,3,2,1,3,2,2,2,2,1,3,2,2,3,3,3,2,2,2,2,2,2,3,2,2,1,3,3,2,2,2,1,3,3,2,2,1,3,2,1,3,3,2,2,2,2,3,3,2,3,2,2,2,3,2,2,0.6
"iRep=76",3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,3,2,2,3,1,3,1,3,1,3,1,3,1,3,1,3,2,2,2,2,2,3,1,3,2,2,2,2,2,2,2,3,1,3,0.5
"iRep=77",3,3,3,3,3,3,1,2,2,1,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,1,3,3,3,3,1,3,1,3,1,2,2,2,2,2,1,3,3,1,3,1,2,2,1,3,1,3,3,3,1,2,0.616666666666667
"iRep=78",3,3,2,2,2,1,3,3,3,3,3,3,2,1,3,2,1,3,3,3,3,2,2,1,3,2,2,1,3,3,2,2,2,1,3,2,2,1,3,2,2,2,1,3,3,3,2,1,3,2,2,2,1,3,2,2,2,1,3,2,0.666666666666667
"iRep=79",3,2,1,3,2,1,3,3,3,2,1,3,2,1,1,3,2,1,3,2,1,1,1,3,3,2,1,3,2,1,1,1,1,3,2,1,1,1,1,3,2,1,3,3,2,1,1,3,2,1,3,3,3,2,1,3,2,1,1,1,0.55
"iRep=80",3,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,1,1,3,2,2,2,2,3,1,3,2,2,2,2,3,2,3,1,3,1,1,3,1,3,2,2,2,2,2,3,1,1,3,0.583333333333333
"iRep=81",3,1,3,3,1,2,2,2,2,2,2,1,3,1,3,3,1,3,3,1,2,2,2,2,2,2,1,3,3,1,2,2,1,3,1,2,2,2,2,3,3,1,3,1,2,2,2,2,1,2,2,1,3,1,3,1,3,1,3,1,0.566666666666667
"iRep=82",2,2,3,1,2,2,2,2,2,2,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,3,1,3,1,3,1,3,0.35
"iRep=83",2,2,3,1,3,1,2,2,1,2,3,3,1,3,1,1,3,1,1,3,1,1,2,1,1,3,1,3,1,3,1,1,3,1,2,2,3,1,3,3,1,3,3,1,3,1,1,2,3,1,2,1,2,1,1,2,2,1,3,1,0.633333333333333
"iRep=84",2,2,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,3,3,1,3,1,3,1,3,1,3,1,3,1,3,3,3,1,3,1,3,3,1,3,1,3,1,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,0.6
"iRep=85",1,3,2,1,3,3,2,1,3,2,1,3,1,3,1,3,3,3,3,3,2,1,3,3,3,2,1,3,3,2,1,3,2,1,3,3,3,2,1,3,2,1,3,1,3,2,1,3,3,2,1,3,3,3,2,1,3,3,2,1,0.45
"iRep=86",3,1,3,1,2,3,1,3,1,2,3,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,3,1,3,1,2,3,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,1,2,3,3,3,1,2,3,1,2,0.55
"iRep=87",3,2,1,2,1,3,3,2,1,2,1,1,3,2,1,1,3,3,2,1,1,1,3,2,1,3,3,2,1,2,1,1,3,3,3,2,1,3,2,1,3,2,1,2,1,3,2,1,3,2,1,1,1,3,2,1,3,2,1,3,0.516666666666667
"iRep=88",2,1,3,3,2,3,1,3,3,2,3,2,1,3,2,3,1,3,3,2,3,3,2,3,2,1,3,2,3,3,3,2,3,1,3,2,3,2,3,3,2,1,3,2,3,3,2,1,3,3,3,2,3,2,3,2,3,2,1,3,0.6
"iRep=89",3,1,2,1,2,1,3,3,1,3,1,3,3,1,2,2,1,2,1,3,1,3,1,3,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,2,2,1,3,3,1,0.65
"iRep=90",3,3,3,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0.583333333333333
"iRep=91",3,2,2,1,3,1,3,3,3,1,3,3,1,3,3,3,3,1,3,2,2,2,1,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,1,3,2,2,1,3,1,3,2,1,3,3,3,2,1,3,3,1,3,0.7
"iRep=92",2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,1,3,1,3,2,2,2,2,2,3,1,1,3,2,2,3,1,1,3,1,1,3,1,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0.55
"iRep=93",3,3,1,3,1,3,3,1,3,1,3,3,3,3,1,3,1,3,1,3,3,3,1,3,1,3,1,3,1,3,1,3,3,3,3,1,3,1,3,3,1,3,3,1,3,1,3,3,1,3,1,3,1,3,3,1,3,3,3,1,0.683333333333333
"iRep=94",2,2,2,2,2,2,1,1,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,2,2,0.5
"iRep=95",3,2,1,3,2,1,3,2,1,2,1,2,1,3,2,2,1,2,1,3,2,2,1,3,2,2,1,3,2,1,2,1,2,1,3,2,2,1,2,1,3,2,1,3,2,2,1,1,3,2,1,3,2,1,2,1,2,1,3,2,0.516666666666667
"iRep=96",3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.366666666666667
"iRep=97",3,1,3,1,3,1,3,2,1,3,1,3,2,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,2,2,2,2,2,2,2,2,1,3,2,2,1,3,2,2,2,1,3,1,3,1,3,2,2,1,3,2,0.666666666666667
"iRep=98",2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,0.5
"iRep=99",1,2,3,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,1,2,2,0.333333333333333
"iRep=100",3,1,3,1,3,1,3,1,2,3,1,3,1,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,3,1,2,3,1,3,1,3,1,2,3,1,2,3,1,3,1,2,3,1,3,1,2,3,1,3,1,2,3,0.616666666666667
"iRep=101",2,1,2,1,3,3,3,1,2,1,3,3,3,1,3,3,1,3,3,3,3,1,3,3,1,2,1,3,1,3,1,3,1,3,3,3,3,1,2,1,3,3,3,3,1,2,1,3,1,2,1,3,3,1,2,1,2,3,1,3,0.566666666666667
