"","t=1","t=2","t=3","t=4","t=5","t=6","t=7","t=8","t=9","t=10","t=11","t=12","t=13","t=14","t=15","t=16","t=17","t=18","t=19","t=20","t=21","t=22","t=23","t=24","t=25","t=26","t=27","t=28","t=29","t=30","t=31","t=32","t=33","t=34","t=35","t=36","t=37","t=38","t=39","t=40","t=41","t=42","t=43","t=44","t=45","t=46","t=47","t=48","t=49","t=50","t=51","t=52","t=53","t=54","t=55","t=56","t=57","t=58","t=59","t=60","accuracy"
"iRep=34",3,1,4,3,2,2,2,2,1,4,4,4,4,3,2,2,2,2,2,2,2,1,4,4,4,3,2,2,2,2,2,2,4,3,1,4,4,4,4,4,3,2,1,4,4,3,1,4,4,4,4,4,4,3,2,2,2,1,4,4,0.5
"iRep=35",1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,3,3,3,3,3,3,3,3,4,2,2,1,3,4,2,1,4,2,1,3,3,4,2,2,1,3,3,4,2,1,3,3,4,2,2,2,1,3,3,3,0.483333333333333
"iRep=36",3,2,1,1,3,3,2,1,3,2,1,3,2,1,3,3,2,1,3,2,1,3,1,3,2,1,4,3,4,3,2,1,1,3,2,1,3,2,1,3,4,3,2,1,1,3,2,1,3,3,4,3,3,2,1,4,2,1,3,2,0.4
"iRep=37",1,3,3,4,1,2,1,3,3,3,4,3,3,4,1,2,2,1,2,2,2,1,2,1,3,4,3,3,3,4,3,3,3,4,3,4,1,2,2,2,1,2,2,1,3,4,3,4,3,3,3,3,4,1,2,1,2,2,1,3,0.55
"iRep=38",2,2,4,2,4,2,4,2,2,4,3,1,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,1,2,2,4,2,4,2,4,2,2,2,2,2,2,4,2,4,2,4,3,3,1,3,3,3,3,3,3,1,3,1,3,3,0.4
"iRep=39",1,1,2,1,4,2,1,4,3,3,4,2,1,2,1,1,4,3,3,3,3,3,3,3,3,4,3,4,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,4,3,3,4,3,4,3,4,2,1,1,4,3,3,3,4,3,0.45
"iRep=40",3,2,3,2,2,3,2,2,4,2,4,2,4,2,4,3,2,1,2,4,3,2,1,4,2,3,2,4,4,2,3,2,2,1,4,4,2,4,2,4,4,1,2,4,2,4,1,2,2,3,2,4,2,4,2,2,4,2,1,2,0.666666666666667
"iRep=41",4,1,2,2,4,1,2,4,1,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,1,2,4,1,2,4,1,1,2,4,1,2,3,3,3,3,3,4,1,2,3,3,4,1,1,2,3,3,3,3,4,1,0.416666666666667
"iRep=42",2,4,3,1,3,3,1,3,1,3,2,2,2,2,4,3,2,2,2,2,2,2,4,3,1,3,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,3,2,2,2,2,2,1,3,1,3,1,3,0.5
"iRep=43",4,3,1,4,3,1,4,3,1,2,2,2,2,2,2,2,2,4,3,1,4,3,1,1,1,4,3,4,3,1,1,4,3,1,4,3,4,3,1,1,1,4,3,1,1,4,3,1,1,4,3,1,1,4,3,1,1,4,3,1,0.4
"iRep=44",2,3,1,2,3,1,2,3,1,2,3,1,2,4,2,4,2,3,1,2,3,3,1,2,3,1,2,3,1,2,3,1,2,4,3,1,2,4,2,4,2,3,1,2,4,2,3,1,2,4,2,4,2,3,1,2,3,1,2,3,0.416666666666667
"iRep=45",2,4,2,4,1,4,2,4,1,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2,4,1,2,4,1,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,3,3,3,3,2,4,2,4,2,4,1,2,4,0.533333333333333
"iRep=46",2,2,2,2,2,2,2,4,1,3,1,1,3,1,3,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,0.516666666666667
"iRep=47",1,2,2,2,4,2,2,4,1,2,2,2,2,1,2,2,2,2,2,2,2,4,2,4,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,3,3,3,1,2,2,2,4,3,1,2,2,2,2,1,2,2,2,0.45
"iRep=48",1,3,1,1,3,4,3,4,2,2,2,2,2,2,1,3,1,3,4,3,1,3,1,3,1,3,1,3,4,3,3,1,3,3,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.516666666666667
"iRep=49",4,2,2,1,4,2,2,1,3,3,3,4,2,1,1,4,2,2,1,3,3,3,3,3,3,3,3,3,3,4,2,1,4,2,2,1,4,2,1,3,3,3,3,3,3,3,3,3,3,4,2,1,4,2,1,4,2,1,4,2,0.616666666666667
"iRep=50",2,3,2,3,1,2,3,2,3,1,2,3,2,3,1,2,3,2,3,2,3,2,3,1,2,3,2,3,2,3,2,3,1,2,3,4,1,2,3,4,1,2,3,2,3,2,3,1,2,3,4,1,2,3,2,3,1,2,3,4,0.366666666666667
"iRep=51",2,4,2,4,2,4,2,4,2,4,3,1,2,4,2,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,4,3,1,2,4,4,2,4,2,4,2,4,2,4,4,3,1,3,2,4,2,4,2,3,1,1,1,3,1,0.483333333333333
"iRep=52",4,1,1,1,1,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,3,2,4,3,4,3,2,1,1,3,2,4,3,2,4,3,2,4,3,2,4,3,0.483333333333333
"iRep=53",2,3,4,2,2,1,4,2,3,3,3,3,4,2,1,4,2,3,3,4,2,3,3,4,2,3,4,2,3,4,2,3,3,3,3,3,3,3,4,2,3,3,3,4,2,1,4,2,3,3,3,4,2,1,2,1,4,2,1,4,0.5
"iRep=54",2,4,3,2,4,3,3,2,1,1,1,4,3,3,2,2,4,4,1,1,4,3,3,3,3,3,2,4,3,3,3,2,4,1,4,3,2,4,3,3,3,2,4,3,2,4,3,3,3,3,2,2,4,3,3,2,4,3,2,4,0.366666666666667
"iRep=55",2,4,3,2,4,3,2,4,3,3,3,2,4,3,2,4,1,2,4,3,3,2,4,1,2,4,3,2,4,3,3,2,4,1,2,4,3,2,4,1,2,4,2,4,1,2,4,3,3,3,2,4,3,2,4,3,2,4,1,2,0.55
"iRep=56",3,2,2,1,3,2,1,3,2,1,3,1,3,2,1,3,2,1,3,2,2,1,3,1,3,2,1,3,2,1,3,2,1,3,1,3,2,1,3,2,2,1,3,2,1,3,1,4,4,4,4,4,4,4,2,1,3,2,1,3,0.35
"iRep=57",3,2,4,4,3,2,1,3,2,4,3,2,1,3,4,4,4,4,3,2,4,3,2,1,3,2,1,3,2,1,3,2,1,4,3,2,1,3,2,1,3,2,1,3,4,4,4,3,2,1,4,3,2,1,3,2,4,4,3,2,0.283333333333333
"iRep=58",2,4,2,2,2,2,2,3,1,1,4,1,4,1,1,4,2,4,1,1,1,1,4,1,4,2,2,2,4,1,4,2,2,2,2,2,2,2,2,4,3,1,1,4,2,2,2,2,2,1,4,3,1,4,1,4,2,2,2,2,0.483333333333333
"iRep=59",4,3,4,2,1,4,2,1,4,2,1,4,3,4,2,1,4,2,1,4,3,4,2,1,4,3,4,3,4,3,4,3,4,2,1,4,3,4,2,1,3,1,4,3,4,3,4,2,1,4,2,1,4,2,1,4,2,1,4,2,0.4
"iRep=60",3,1,3,4,2,2,1,3,3,4,2,3,4,2,2,1,3,4,2,3,1,3,4,2,1,3,4,2,2,1,3,1,3,4,2,2,1,3,4,4,4,2,3,4,2,1,3,4,2,2,2,1,3,4,2,2,3,4,2,4,0.483333333333333
"iRep=61",4,1,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,3,4,1,4,3,4,3,4,3,4,1,2,2,2,2,2,2,2,4,1,4,3,2,2,2,2,4,3,4,3,4,3,4,3,4,3,4,3,2,2,2,2,2,0.466666666666667
"iRep=62",4,2,4,2,4,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,4,2,4,2,0.3
"iRep=63",1,2,2,2,2,1,4,3,3,4,3,4,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,3,4,3,2,2,1,4,3,4,3,2,2,2,1,2,2,1,4,3,4,3,2,2,2,2,2,2,2,0.616666666666667
"iRep=64",4,4,4,1,2,2,4,1,2,3,4,1,2,4,1,2,2,3,4,3,4,4,4,4,1,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,4,1,2,2,3,4,1,2,3,4,4,4,1,2,2,3,4,1,2,2,0.433333333333333
"iRep=65",3,1,3,2,4,2,4,2,2,2,4,3,2,2,4,3,2,2,2,2,2,4,2,4,3,2,2,4,3,2,2,4,3,2,4,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,4,3,1,3,2,4,2,2,2,2,0.583333333333333
"iRep=66",1,3,1,3,3,1,3,1,3,3,1,3,1,3,1,3,1,3,3,1,2,4,2,4,2,1,3,3,3,3,1,3,3,1,3,1,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,1,3,1,3,3,1,3,3,1,0.366666666666667
"iRep=67",3,4,3,4,2,2,2,2,2,2,2,3,4,3,4,3,3,4,3,4,1,1,1,1,1,1,2,2,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,1,2,4,1,2,2,0.566666666666667
"iRep=68",1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,3,2,1,2,1,4,3,3,2,1,4,4,3,2,1,4,3,2,1,4,2,1,4,3,2,1,4,4,3,2,1,4,4,3,2,1,4,2,1,4,2,1,4,3,2,0.5
"iRep=69",3,4,2,2,1,1,1,3,4,2,2,2,2,4,2,4,2,2,4,2,1,3,1,1,3,4,2,1,3,4,2,2,2,3,4,2,3,4,2,4,2,2,1,3,4,2,4,2,2,2,2,1,3,4,2,1,3,4,2,4,0.566666666666667
"iRep=70",4,2,4,3,2,4,3,3,2,4,2,4,3,3,2,4,2,4,3,3,2,4,2,4,3,3,3,2,4,3,3,3,2,4,3,3,2,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.433333333333333
"iRep=71",4,1,3,4,1,3,2,4,1,3,2,2,4,1,3,2,2,2,2,2,2,2,4,1,3,2,4,1,3,2,2,2,2,4,1,3,2,2,2,4,1,3,2,2,4,1,3,2,2,4,1,3,2,4,1,3,2,2,4,1,0.45
"iRep=72",1,4,3,4,3,4,2,1,4,3,4,3,4,3,1,4,3,4,2,1,4,1,4,3,4,3,4,2,1,4,2,1,4,2,1,4,3,4,2,1,4,3,1,4,2,2,2,2,1,4,1,4,2,2,1,4,3,4,2,1,0.466666666666667
"iRep=73",1,4,3,4,3,4,3,1,1,1,1,2,2,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,3,4,3,4,3,4,3,4,3,1,1,1,4,3,4,3,4,3,1,1,4,3,1,4,3,1,2,2,0.433333333333333
"iRep=74",4,3,1,4,4,3,4,2,2,2,2,2,2,2,4,3,4,3,4,2,2,2,2,4,3,4,3,4,3,4,3,1,4,4,2,2,4,2,2,2,2,2,2,2,2,2,4,3,1,4,3,1,2,4,4,3,4,3,1,2,0.45
"iRep=75",1,2,2,4,1,2,4,3,2,4,1,1,2,2,2,2,2,4,3,2,2,4,3,2,2,2,4,1,1,1,2,2,4,3,3,2,4,3,2,2,2,4,3,2,4,3,3,2,4,1,2,4,3,2,4,3,3,3,2,4,0.516666666666667
"iRep=76",3,3,3,3,2,4,2,4,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,3,3,3,3,3,3,3,3,3,3,3,0.383333333333333
"iRep=77",3,4,3,4,3,4,1,4,3,2,3,4,3,2,2,1,1,1,4,3,2,2,2,2,1,4,1,1,1,1,4,3,4,3,4,3,4,3,4,3,2,2,2,1,1,4,3,2,1,1,1,4,3,2,2,3,4,3,2,3,0.4
"iRep=78",4,2,2,2,2,1,4,2,2,2,2,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,2,2,1,1,4,2,2,2,2,2,2,3,3,3,0.45
"iRep=79",3,1,4,3,1,2,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,3,1,4,3,1,2,4,3,1,4,3,1,4,3,1,4,3,2,4,3,1,4,3,2,4,3,2,4,3,2,4,3,1,2,4,3,1,3,1,0.383333333333333
"iRep=80",2,1,1,4,1,4,3,2,1,4,3,2,1,1,4,1,4,3,2,1,1,1,4,3,2,1,1,1,1,4,1,4,3,2,4,3,2,1,1,4,3,2,1,4,3,2,4,1,4,3,2,1,4,3,2,1,4,1,1,1,0.5
"iRep=81",4,2,3,2,4,4,2,3,2,3,2,1,4,4,4,4,4,4,4,4,2,3,2,3,2,3,1,4,4,2,4,2,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,4,2,3,2,3,2,1,4,2,4,2,4,4,0.45
"iRep=82",3,3,4,2,4,2,4,2,1,1,4,2,4,2,1,4,2,4,2,1,4,2,1,4,2,1,1,4,4,2,4,2,4,2,4,2,4,2,1,4,2,1,4,2,4,2,4,2,4,2,1,1,1,1,4,3,4,2,4,2,0.533333333333333
"iRep=83",3,3,3,3,3,1,2,2,4,2,4,3,3,3,1,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,4,3,3,3,3,3,3,3,1,2,4,2,2,2,4,2,2,2,4,2,4,3,0.333333333333333
"iRep=84",2,4,3,1,2,4,3,1,1,1,1,2,4,4,3,1,2,2,4,3,1,2,4,3,1,1,1,1,1,1,1,2,4,3,1,2,2,4,3,1,1,1,2,4,3,1,1,2,4,3,1,1,2,4,3,1,2,4,3,1,0.4
"iRep=85",1,2,4,1,3,2,3,2,4,3,2,4,1,2,3,2,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2,4,3,2,3,2,4,1,3,2,3,2,3,0.466666666666667
"iRep=86",3,2,4,3,2,1,4,3,4,3,4,3,2,1,4,3,4,3,2,4,3,4,3,2,1,4,3,2,4,3,4,3,2,4,3,2,1,4,3,2,1,4,3,2,4,3,2,4,3,4,3,2,1,4,3,2,4,3,2,4,0.4
"iRep=87",4,3,1,3,2,4,3,2,4,3,1,3,2,4,3,2,4,3,2,4,1,1,3,2,4,3,2,4,2,4,3,2,4,3,2,4,3,2,4,3,2,4,1,3,2,4,3,2,4,3,1,1,1,4,3,2,4,1,3,2,0.35
"iRep=88",1,2,4,3,4,3,2,2,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,3,2,2,2,4,3,4,3,4,3,2,2,4,1,2,0.55
"iRep=89",4,3,2,2,1,3,3,2,1,3,3,2,2,4,3,3,2,1,3,2,2,4,3,2,1,2,1,3,3,3,2,2,4,3,2,2,4,3,2,2,2,2,4,3,2,2,2,2,2,4,3,3,2,1,3,2,1,3,2,2,0.516666666666667
"iRep=90",3,4,2,2,3,1,2,3,3,1,4,2,3,3,4,2,3,3,3,1,2,3,4,2,3,3,4,2,3,4,2,3,1,2,3,3,4,2,2,2,2,3,1,2,3,4,2,3,3,1,2,3,1,2,3,4,2,3,4,2,0.516666666666667
"iRep=91",1,4,2,1,4,2,1,4,2,4,2,1,4,4,2,1,4,2,1,4,2,1,3,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,3,3,1,4,2,1,4,2,1,3,3,3,1,4,2,0.466666666666667
"iRep=92",4,2,4,3,1,3,1,3,1,3,1,3,1,4,3,1,4,2,4,3,1,4,3,1,4,3,1,4,3,1,3,1,3,1,4,3,1,3,1,4,3,1,3,1,3,1,4,2,4,2,4,2,4,2,4,3,1,4,3,1,0.483333333333333
"iRep=93",3,2,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,1,4,3,4,3,4,3,2,2,2,1,4,3,2,4,3,4,3,4,3,2,2,2,2,1,4,3,4,3,2,2,2,2,4,3,2,0.516666666666667
"iRep=94",3,2,4,4,3,3,2,1,3,2,4,4,4,3,3,2,1,4,3,2,1,4,4,3,2,1,4,4,4,4,4,4,4,4,4,3,2,1,4,3,2,1,4,4,3,2,1,3,2,4,4,3,2,1,4,4,3,2,1,4,0.366666666666667
"iRep=95",4,2,4,2,1,4,2,1,4,2,2,2,1,4,2,4,2,2,1,4,2,2,1,4,3,3,3,4,2,1,4,2,1,4,2,2,1,4,2,1,4,2,3,3,3,3,4,2,1,4,2,1,4,2,2,1,4,3,3,3,0.483333333333333
"iRep=96",4,1,3,2,4,1,3,3,2,4,2,3,2,4,1,3,2,4,2,3,3,2,4,1,3,3,1,3,3,3,2,4,2,4,2,4,1,3,3,3,3,2,4,2,4,1,3,3,2,4,1,3,1,3,2,4,2,4,1,3,0.383333333333333
"iRep=97",3,1,4,3,1,4,3,1,4,3,1,4,2,2,1,4,3,1,4,3,1,4,2,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,2,4,3,1,4,3,1,4,3,1,4,3,0.4
"iRep=98",2,2,2,2,2,2,2,2,2,3,1,4,2,2,2,2,2,2,3,1,4,2,2,2,2,3,1,4,2,2,2,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,0.583333333333333
"iRep=99",1,4,4,1,4,3,3,3,2,2,1,4,1,4,1,4,3,3,3,3,3,3,3,3,2,2,3,3,2,2,1,4,4,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,1,4,1,4,4,3,2,2,0.483333333333333
"iRep=100",4,2,3,4,2,3,4,4,2,3,4,2,3,4,3,4,3,4,2,1,4,4,2,3,4,2,3,4,2,3,4,2,3,4,2,3,4,2,3,2,3,4,2,3,4,2,3,4,2,3,2,3,4,2,3,4,2,1,1,4,0.5
"iRep=101",2,2,2,4,3,2,2,2,2,2,4,3,2,2,2,2,2,4,3,2,4,3,2,2,2,2,4,3,2,2,4,3,2,2,2,4,3,2,2,4,3,2,4,3,1,4,3,2,2,2,1,4,3,1,4,1,4,4,3,2,0.5
