"","AIC_2","BIC_2","AIC_3","BIC_3","AIC_4","BIC_4","AIC_m","BIC_m"
"iRep=181",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=182",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=183",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=184",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=185",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=186",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=187",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=188",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=189",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=190",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=191",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=192",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=193",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=194",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=195",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=196",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=197",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=198",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=199",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=200",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=201",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=202",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=203",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=204",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=205",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=206",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=207",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=208",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=209",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=210",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=211",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=212",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=213",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=214",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=215",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=216",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=217",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=218",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=219",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=220",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=221",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=222",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=223",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=224",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=225",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=226",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=227",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=228",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=229",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=230",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=231",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=232",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=233",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=234",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=235",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=236",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=237",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=238",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=239",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=240",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=241",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=242",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=243",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=244",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=245",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=246",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=247",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=248",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=249",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=250",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=251",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=252",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=253",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=254",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=255",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=256",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=257",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=258",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=259",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=260",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=261",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=262",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=263",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=264",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=265",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=266",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=267",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=268",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=269",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=270",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=271",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=272",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=273",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=274",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=275",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=276",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=277",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=278",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=279",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=280",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=281",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=282",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=283",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=284",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=285",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=286",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=287",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=288",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=289",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=290",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=291",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=292",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=293",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=294",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=295",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=296",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=297",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=298",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=299",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=300",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=301",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=302",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=303",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=304",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=305",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=306",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=307",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=308",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=309",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=310",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=311",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=312",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=313",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=314",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=315",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=316",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=317",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=318",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=319",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=320",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=321",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=322",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=323",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=324",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=325",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=326",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=327",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=328",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=329",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=330",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=331",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=332",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=333",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=334",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=335",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=336",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=337",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=338",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=339",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=340",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=341",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=342",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=343",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=344",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=345",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=346",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=347",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=348",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=349",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=350",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=351",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=352",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=353",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=354",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=355",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=356",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=357",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=358",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=359",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=360",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=361",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=362",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=363",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=364",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=365",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=366",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=367",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=368",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=369",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=370",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=371",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=372",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=373",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=374",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=375",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=376",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=377",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=378",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=379",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=380",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=381",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=382",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=383",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=384",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=385",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=386",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=387",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=388",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=389",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=390",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=391",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=392",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=393",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=394",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=395",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=396",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=397",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=398",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=399",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=400",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=401",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=402",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=403",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=404",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=405",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=406",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=407",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=408",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=409",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=410",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=411",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=412",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=413",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=414",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=415",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=416",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=417",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=418",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=419",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=420",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=421",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=422",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=423",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=424",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=425",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=426",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=427",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=428",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=429",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=430",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=431",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=432",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=433",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=434",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=435",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=436",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=437",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=438",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=439",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=440",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=441",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=442",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=443",NA,NA,NA,NA,NA,NA,NA,NA
"iRep=444",NA,NA,NA,NA,NA,NA,NA,NA
