"","AIC_2","BIC_2","AIC_3","BIC_3","AIC_4","BIC_4","AIC_m","BIC_m"
"iRep=52",311.903245623017,322.374968434127,320.599901248235,343.637691432679,325.215997342782,365.008544025002,2,2
"iRep=53",292.136115115542,302.607837926653,296.902048004688,319.939838189131,303.542330678562,343.334877360782,2,2
"iRep=54",293.229998739332,303.701721550442,301.662896389044,324.700686573487,310.940078484857,350.732625167077,2,2
"iRep=55",300.072879931501,310.544602742612,308.758150190685,331.795940375128,311.065906657088,350.858453339308,2,2
"iRep=56",279.465093208961,289.936816020071,285.13323905379,308.171029238233,298.602824846152,338.395371528372,2,2
"iRep=57",281.836741522363,292.308464333473,287.007516859549,310.045307043992,300.546863380171,340.339410062391,2,2
"iRep=58",283.874396489125,294.346119300235,292.41177418344,315.449564367884,307.7959636902,347.58851037242,2,2
"iRep=59",288.920611880894,299.392334692004,298.686800160889,321.724590345332,308.546319373192,348.338866055412,2,2
"iRep=60",298.835736357474,309.307459168585,310.553266856931,333.591057041374,321.324218685622,361.116765367842,2,2
"iRep=61",297.176535678092,307.648258489203,298.587780430934,321.625570615377,309.422063612513,349.214610294733,2,2
"iRep=62",292.053535530115,302.525258341225,295.354115551979,318.391905736422,303.484288001412,343.276834683632,2,2
"iRep=63",277.615739609662,288.087462420773,281.927298830857,304.9650890153,294.898861195957,334.691407878177,2,2
"iRep=64",309.144512593406,319.616235404516,312.542545397621,335.580335582064,327.355152070347,367.147698752567,2,2
"iRep=65",294.956926890246,305.428649701357,301.463180104325,324.500970288768,316.028125365274,355.820672047493,2,2
"iRep=66",290.832508551926,301.304231363037,295.851675811681,318.889465996124,305.558875957959,345.351422640179,2,2
"iRep=67",288.20089184998,298.67261466109,294.548644373621,317.586434558064,308.494216837207,348.286763519427,2,2
"iRep=68",291.214558246685,301.686281057795,290.962254282101,314.000044466545,303.875878265018,343.668424947238,3,2
"iRep=69",301.129302527031,311.601025338142,306.200090555363,329.237880739806,319.496340718701,359.288887400921,2,2
"iRep=70",312.825177252578,323.296900063688,313.247070119961,336.284860304404,323.888797965705,363.681344647925,2,2
"iRep=71",272.69863316824,283.170355979351,283.376319774351,306.414109958794,297.573450725041,337.365997407261,2,2
"iRep=72",311.398181154793,321.869903965904,317.800127935981,340.837918120424,329.310519082077,369.103065764297,2,2
"iRep=73",299.35008468993,309.821807501041,309.681722648572,332.719512833015,319.892625164622,359.685171846842,2,2
"iRep=74",305.200953514616,315.672676325726,313.202679230873,336.240469415316,323.767781523065,363.560328205285,2,2
"iRep=75",305.055544705118,315.527267516229,311.929869266453,334.967659450896,323.700514758882,363.493061441102,2,2
"iRep=76",291.593110151692,302.064832962803,302.975620704857,326.0134108893,312.491612122062,352.284158804282,2,2
"iRep=77",310.223721431815,320.695444242925,319.948721636552,342.986511820995,326.749087309404,366.541633991623,2,2
"iRep=78",292.709464910115,303.181187721226,303.455892863851,326.493683048294,311.514534376964,351.307081059183,2,2
"iRep=79",279.309588053625,289.781310864736,282.118514463632,305.156304648075,296.97460336436,336.76715004658,2,2
"iRep=80",301.776002049098,312.247724860208,310.28096181688,333.318752001323,317.741614671226,357.534161353445,2,2
"iRep=81",296.565061128173,307.036783939283,304.819119405961,327.856909590404,316.680370266728,356.472916948948,2,2
"iRep=82",294.783370977357,305.255093788468,303.942315118198,326.980105302641,318.038617477804,357.831164160024,2,2
"iRep=83",299.454417243717,309.926140054827,301.696620464927,324.73441064937,311.277021856228,351.069568538448,2,2
"iRep=84",318.369101800957,328.840824612068,323.158325672613,346.196115857056,329.105790209161,368.898336891381,2,2
"iRep=85",289.806801950196,300.278524761307,295.778133742786,318.815923927229,308.366611018561,348.159157700781,2,2
"iRep=86",294.460712702848,304.932435513959,302.191932128059,325.229722312502,311.522013702185,351.314560384405,2,2
"iRep=87",289.001112483354,299.472835294465,296.604738509728,319.642528694171,301.750428890063,341.542975572283,2,2
"iRep=88",308.618301991419,319.090024802529,309.475640846158,332.513431030601,322.270822329017,362.063369011237,2,2
"iRep=89",310.969979887844,321.441702698955,314.567584790414,337.605374974857,326.797532091158,366.590078773378,2,2
"iRep=90",304.278271339486,314.749994150597,307.416143587197,330.45393377164,320.043770804219,359.836317486439,2,2
"iRep=91",285.714951330391,296.186674141502,286.470689239941,309.508479424384,300.819129068851,340.61167575107,2,2
"iRep=92",276.875367457549,287.347090268659,284.510610333997,307.54840051844,295.332328625726,335.124875307946,2,2
"iRep=93",278.343324862469,288.81504767358,285.657427405222,308.695217589665,298.249590309439,338.042136991659,2,2
"iRep=94",285.150048174449,295.62177098556,294.966498489771,318.004288674214,306.942135825654,346.734682507874,2,2
"iRep=95",289.678805751801,300.150528562911,298.096282112108,321.134072296551,309.795562640106,349.588109322325,2,2
"iRep=96",282.088420408698,292.560143219808,288.659348202747,311.69713838719,300.540858776184,340.333405458404,2,2
"iRep=97",280.919106125749,291.39082893686,291.335947379003,314.373737563446,299.251279672858,339.043826355078,2,2
"iRep=98",273.547312584449,284.01903539556,276.490579454126,299.528369638569,288.994019256284,328.786565938504,2,2
"iRep=99",301.18814760302,311.659870414131,310.542826121852,333.580616306295,319.169670484093,358.962217166313,2,2
"iRep=100",306.068528115901,316.540250927011,315.723721177431,338.761511361874,326.627144044286,366.419690726506,2,2
"iRep=101",312.969102027263,323.440824838373,313.300149006052,336.337939190495,325.330520334568,365.123067016788,2,2
"iRep=102",285.012475820701,295.484198631812,289.39783273379,312.435622918233,297.804624779792,337.597171462012,2,2
"iRep=103",295.110646700815,305.582369511925,300.863985599158,323.901775783601,316.288635038781,356.081181721001,2,2
"iRep=104",302.815672364835,313.287395175945,310.386268606039,333.424058790482,316.492414007091,356.284960689311,2,2
"iRep=105",312.425360218264,322.897083029374,317.49545023539,340.533240419833,324.904336618918,364.696883301138,2,2
"iRep=106",292.141373281685,302.613096092795,298.811037088303,321.848827272746,313.267316007856,353.059862690075,2,2
"iRep=107",286.73004664032,297.20176945143,291.711912498092,314.749702682535,302.653575197708,342.446121879928,2,2
"iRep=108",286.439206678133,296.910929489243,289.252106846978,312.289897031421,300.730110509197,340.522657191417,2,2
"iRep=109",289.7995146915,300.271237502611,289.055805720549,312.093595904992,300.487387403954,340.279934086174,3,2
"iRep=110",285.341567325736,295.813290136847,292.536679115996,315.574469300439,304.578571236456,344.371117918675,2,2
"iRep=111",294.180049160492,304.651771971603,299.566036327709,322.603826512153,308.769714900392,348.562261582612,2,2
"iRep=112",295.877443933495,306.349166744605,304.284394335849,327.322184520292,317.298623077416,357.091169759636,2,2
"iRep=113",282.013872528287,292.485595339398,288.828403366758,311.866193551201,300.684852572761,340.477399254981,2,2
"iRep=114",281.042325766209,291.514048577319,285.282316920149,308.320107104592,300.533978694452,340.326525376672,2,2
"iRep=115",281.787413048487,292.259135859597,285.026025189883,308.063815374326,302.400007747381,342.192554429601,2,2
"iRep=116",309.189054689299,319.660777500409,312.228727778588,335.266517963031,314.744711266783,354.537257949003,2,2
"iRep=117",293.825900606168,304.297623417279,301.988148216725,325.025938401168,302.827828061269,342.620374743489,2,2
"iRep=118",292.387281267677,302.859004078787,295.806256132176,318.844046316619,305.501140527258,345.293687209478,2,2
"iRep=119",301.171640292566,311.643363103676,311.831325274989,334.869115459432,321.122170304459,360.914716986679,2,2
"iRep=120",302.087650437977,312.559373249087,301.251639142383,324.289429326827,305.379315626123,345.171862308343,3,2
"iRep=121",304.070419450373,314.542142261484,313.075698593246,336.113488777689,321.534742391317,361.327289073537,2,2
"iRep=122",290.78577320975,301.25749602086,297.31154434198,320.349334526423,303.325124381373,343.117671063593,2,2
"iRep=123",299.361501461486,309.833224272596,300.792681207068,323.830471391511,311.13399881257,350.92654549479,2,2
"iRep=124",299.655481594316,310.127204405427,304.217987068138,327.255777252582,314.501909435603,354.294456117823,2,2
"iRep=125",288.993246875933,299.464969687043,295.030851206902,318.068641391345,308.006569088952,347.799115771171,2,2
"iRep=126",304.466531641804,314.938254452914,308.771554104765,331.809344289208,314.311957845537,354.104504527757,2,2
"iRep=127",292.810659246766,303.282382057877,302.064915296955,325.102705481398,312.504021508338,352.296568190558,2,2
"iRep=128",289.315837923196,299.787560734306,297.547623060577,320.58541324502,307.528767890124,347.321314572344,2,2
"iRep=129",299.148900813337,309.620623624448,306.165254575917,329.20304476036,317.571012733746,357.363559415966,2,2
"iRep=130",300.651467646619,311.12319045773,307.748654193302,330.786444377746,315.753762160665,355.546308842885,2,2
"iRep=131",287.738402507492,298.210125318602,293.233632096918,316.271422281362,299.760433306606,339.552979988826,2,2
"iRep=132",299.767665886271,310.239388697382,296.617329739883,319.655119924327,307.179149641233,346.971696323453,3,2
"iRep=133",278.56976090706,289.04148371817,290.531104348218,313.568894532661,302.534599355757,342.327146037977,2,2
"iRep=134",297.687339251507,308.159062062617,303.451124573002,326.488914757445,316.768739773341,356.561286455561,2,2
"iRep=135",287.975286601817,298.447009412928,297.217262144587,320.255052329031,309.253463420464,349.046010102684,2,2
"iRep=136",287.147459227843,297.619182038954,296.39258069121,319.430370875653,304.106028182145,343.898574864365,2,2
"iRep=137",299.576248219147,310.047971030258,299.791710595574,322.829500780017,315.736939961661,355.529486643881,2,2
"iRep=138",299.400826613774,309.872549424885,303.909271772711,326.947061957155,319.659287137234,359.451833819454,2,2
"iRep=139",302.256431291009,312.72815410212,310.066912745193,333.104702929636,320.598476205482,360.391022887702,2,2
"iRep=140",308.357053216074,318.828776027184,313.121107164221,336.158897348664,324.286725043199,364.079271725419,2,2
"iRep=141",298.284854299648,308.756577110758,307.420853160993,330.458643345436,318.322402020371,358.114948702591,2,2
"iRep=142",290.016788024135,300.488510835246,295.694484327191,318.732274511635,306.440934080218,346.233480762438,2,2
"iRep=143",299.412255657658,309.883978468769,304.556920655965,327.594710840408,313.733305048646,353.525851730865,2,2
"iRep=144",296.546894951169,307.018617762279,295.861982150454,318.899772334897,309.196633519605,348.989180201825,3,2
"iRep=145",296.807129429577,307.278852240687,307.120684025285,330.158474209728,319.41553099716,359.20807767938,2,2
"iRep=146",280.093651654487,290.565374465598,284.415846954,307.453637138443,291.110484722247,330.903031404467,2,2
"iRep=147",317.057475427471,327.529198238582,311.49112527359,334.528915458033,321.103085090555,360.895631772775,3,2
"iRep=148",292.16208513734,302.633807948451,300.333753566991,323.371543751434,311.621666771021,351.414213453241,2,2
"iRep=149",293.820733670078,304.292456481188,300.219820613478,323.257610797921,313.833073785964,353.625620468184,2,2
"iRep=150",300.208399138506,310.680121949617,306.906819375329,329.944609559772,317.611660264491,357.404206946711,2,2
"iRep=151",279.653047640401,290.124770451512,286.953573090559,309.991363275002,299.097176162249,338.889722844469,2,2
"iRep=152",284.185946447425,294.657669258536,286.406468329561,309.444258514005,298.747143592124,338.539690274344,2,2
"iRep=153",301.516614944213,311.988337755323,302.402702168011,325.440492352454,312.99483996332,352.78738664554,2,2
"iRep=154",301.519512832291,311.991235643402,307.313897657144,330.351687841587,317.18474274097,356.97728942319,2,2
"iRep=155",276.944186773852,287.415909584962,288.756411199392,311.794201383835,295.775521510255,335.568068192475,2,2
"iRep=156",301.274723297541,311.746446108652,307.858396918457,330.8961871029,317.111314097883,356.903860780103,2,2
"iRep=157",288.784858275614,299.256581086724,289.73439539963,312.772185584073,298.070765012604,337.863311694824,2,2
"iRep=158",299.576626346134,310.048349157245,310.942643818481,333.980434002925,317.752879485926,357.545426168146,2,2
"iRep=159",293.213832824375,303.685555635485,302.376371074006,325.414161258449,312.256212159469,352.048758841689,2,2
"iRep=160",295.319782567051,305.791505378161,303.933153360361,326.970943544804,316.60501944569,356.39756612791,2,2
"iRep=161",303.886585984656,314.358308795767,307.248529292936,330.286319477379,320.522057513394,360.314604195614,2,2
"iRep=162",291.301843812751,301.773566623861,303.418474114917,326.45626429936,313.199508274512,352.992054956731,2,2
"iRep=163",304.376503540721,314.848226351832,310.503883130429,333.541673314872,324.375983766972,364.168530449191,2,2
"iRep=164",291.18428332789,301.656006139001,302.378111397001,325.415901581444,301.98894050622,341.781487188439,2,2
"iRep=165",306.99240920978,317.464132020891,314.388695791722,337.426485976165,321.650490694487,361.443037376707,2,2
"iRep=166",316.104201121027,326.575923932137,319.351559004004,342.389349188447,327.962199872849,367.754746555069,2,2
"iRep=167",296.428504346331,306.900227157441,303.491206322396,326.528996506839,313.072262285373,352.864808967593,2,2
"iRep=168",301.623795654849,312.09551846596,302.054358506631,325.092148691074,315.559272803719,355.351819485939,2,2
"iRep=169",294.830457459192,305.302180270303,302.225448855516,325.263239039959,316.19913656656,355.99168324878,2,2
"iRep=170",304.979738531075,315.451461342186,311.293291485255,334.331081669698,323.839641995799,363.632188678019,2,2
"iRep=171",275.912247017948,286.383969829058,286.442044181731,309.479834366174,296.239726998699,336.032273680919,2,2
"iRep=172",273.524220576324,283.995943387435,282.04130029099,305.079090475433,290.712619801983,330.505166484203,2,2
"iRep=173",302.117746802626,312.589469613736,310.21602047912,333.253810663563,321.023945653283,360.816492335503,2,2
"iRep=174",296.933214431837,307.404937242947,306.487085821579,329.524876006022,319.017440840757,358.809987522977,2,2
"iRep=175",287.128040013868,297.599762824978,298.50243609643,321.540226280873,306.932698615639,346.725245297859,2,2
"iRep=176",297.839793142413,308.311515953524,304.991688737757,328.0294789222,318.07529144458,357.8678381268,2,2
"iRep=177",300.529120675081,311.000843486192,304.414494589475,327.452284773918,317.144014879381,356.936561561601,2,2
"iRep=178",275.835806499161,286.307529310271,283.761494209673,306.799284394116,299.267443647584,339.059990329804,2,2
"iRep=179",302.432073215069,312.90379602618,310.4155918635,333.453382047943,315.706529020222,355.499075702442,2,2
"iRep=180",279.650921502399,290.122644313509,285.652248421429,308.690038605872,298.556375571831,338.348922254051,2,2
"iRep=181",311.293088228546,321.764811039657,310.467612832567,333.50540301701,323.461614365079,363.254161047299,3,2
"iRep=182",271.18346043752,281.65518324863,278.708771254427,301.74656143887,291.822174986659,331.614721668879,2,2
"iRep=183",305.317515873688,315.789238684799,313.475243800773,336.513033985216,321.462268225384,361.254814907604,2,2
"iRep=184",297.56380193791,308.03552474902,302.455344273608,325.493134458051,313.542911399344,353.335458081564,2,2
"iRep=185",307.136283170496,317.608005981607,311.607094212428,334.644884396872,325.272493811302,365.065040493522,2,2
"iRep=186",296.184432483086,306.656155294197,294.958731762582,317.996521947025,308.250136059715,348.042682741935,3,2
"iRep=187",290.962309198119,301.43403200923,295.463940877592,318.501731062035,310.074149715864,349.866696398084,2,2
"iRep=188",297.344685985655,307.816408796765,300.537592336781,323.575382521224,308.171424133864,347.963970816084,2,2
"iRep=189",290.040275555024,300.511998366134,296.770136492831,319.807926677274,307.824382596987,347.616929279207,2,2
"iRep=190",274.618753513888,285.090476324999,283.244115659843,306.281905844287,297.076151824267,336.868698506487,2,2
"iRep=191",291.498965873596,301.970688684707,298.51208082978,321.549871014224,305.805990590468,345.598537272688,2,2
"iRep=192",283.659305611531,294.131028422641,290.805137598715,313.842927783158,301.849199692041,341.641746374261,2,2
"iRep=193",299.988387449628,310.460110260739,299.581666275693,322.619456460136,313.909688256844,353.702234939064,3,2
"iRep=194",310.158816707905,320.630539519016,313.866070357352,336.903860541795,326.61947760199,366.41202428421,2,2
"iRep=195",295.949967697965,306.421690509076,303.013008946671,326.050799131114,313.460105450501,353.252652132721,2,2
"iRep=196",284.154360971941,294.626083783052,292.159442782144,315.197232966588,303.776508941212,343.569055623432,2,2
"iRep=197",290.462063898683,300.933786709794,297.828472526561,320.866262711004,308.364949866932,348.157496549152,2,2
"iRep=198",283.646345228682,294.118068039793,290.217180610751,313.254970795194,296.814000683451,336.606547365671,2,2
"iRep=199",289.260189860823,299.731912671933,294.081647232889,317.119437417332,305.566030772987,345.358577455207,2,2
"iRep=200",297.535954718101,308.007677529211,299.156246411467,322.19403659591,309.373507600065,349.166054282285,2,2
"iRep=201",285.455456844614,295.927179655724,295.135143548471,318.172933732914,305.093389472315,344.885936154534,2,2
"iRep=202",273.362568783603,283.834291594714,284.310713781627,307.34850396607,297.616651489842,337.409198172062,2,2
"iRep=203",297.600606767364,308.072329578474,303.607891183044,326.645681367488,314.993810889697,354.786357571917,2,2
"iRep=204",290.200574973586,300.672297784697,298.425589904013,321.463380088456,310.697178691972,350.489725374192,2,2
"iRep=205",298.077699465105,308.549422276215,298.50376240216,321.541552586603,309.255433480959,349.047980163179,2,2
"iRep=206",296.947789128764,307.419511939875,305.774155139222,328.811945323665,315.690401823366,355.482948505586,2,2
"iRep=207",268.411693830687,278.883416641797,277.298801505179,300.336591689622,292.098211146192,331.890757828412,2,2
"iRep=208",299.501738488755,309.973461299866,301.76200858286,324.799798767303,310.522034304539,350.314580986759,2,2
"iRep=209",295.866768275095,306.338491086205,304.68512569502,327.722915879463,315.109404635689,354.901951317909,2,2
"iRep=210",300.245214958974,310.716937770085,299.518450475091,322.556240659534,307.635939339828,347.428486022048,3,2
"iRep=211",301.01282256116,311.48454537227,301.344766263034,324.382556447477,312.216647236488,352.009193918708,2,2
"iRep=212",278.010574347788,288.482297158899,287.182991569597,310.22078175404,301.696239090272,341.488785772492,2,2
"iRep=213",302.114715269972,312.586438081082,307.43488111013,330.472671294573,323.116711350748,362.909258032968,2,2
"iRep=214",298.245940382767,308.717663193877,299.793330081746,322.831120266189,312.649431970766,352.441978652986,2,2
"iRep=215",299.981505941812,310.453228752922,310.615746947144,333.653537131587,322.082449567697,361.874996249917,2,2
"iRep=216",299.596964458331,310.068687269442,302.428044924397,325.46583510884,313.702853078557,353.495399760777,2,2
"iRep=217",294.461713639029,304.93343645014,301.566521735359,324.604311919802,309.156786462995,348.949333145215,2,2
"iRep=218",301.48262315242,311.954345963531,304.469033941371,327.506824125815,315.857498749886,355.650045432106,2,2
"iRep=219",276.870664197896,287.342387009006,281.924010518688,304.961800703131,296.063460820638,335.856007502858,2,2
"iRep=220",299.026898086597,309.498620897707,305.671466346759,328.709256531202,317.326280020749,357.118826702969,2,2
"iRep=221",284.388929667995,294.860652479106,289.848776879758,312.886567064201,295.199693725723,334.992240407943,2,2
"iRep=222",312.569998285399,323.041721096509,321.660248144488,344.698038328931,328.257677999669,368.050224681889,2,2
"iRep=223",294.070655619747,304.542378430858,294.148340456503,317.186130640946,304.346783373852,344.139330056072,2,2
"iRep=224",295.884079446706,306.355802257817,301.187323613947,324.22511379839,312.947258639966,352.739805322186,2,2
"iRep=225",291.767953781642,302.239676592753,302.472534312255,325.510324496698,314.369485012471,354.162031694691,2,2
"iRep=226",280.061254532453,290.532977343564,287.946629849067,310.984420033511,301.485737356205,341.278284038424,2,2
"iRep=227",275.68385790293,286.155580714041,285.25673299595,308.294523180393,297.719973396343,337.512520078563,2,2
"iRep=228",295.437418724166,305.909141535276,294.558231518642,317.596021703085,304.13950534609,343.93205202831,3,2
"iRep=229",288.063868631527,298.535591442637,294.93100738489,317.968797569333,309.329451316447,349.121997998667,2,2
"iRep=230",283.361805138747,293.833527949857,292.854042824025,315.891833008468,305.806995387288,345.599542069508,2,2
"iRep=231",288.046177072122,298.517899883232,297.931808708216,320.969598892659,309.103229062859,348.895775745079,2,2
"iRep=232",263.317881571785,273.789604382895,274.241535068648,297.279325253091,279.072440679662,318.864987361882,2,2
"iRep=233",295.222067820777,305.693790631888,301.449279260796,324.487069445239,315.988907563155,355.781454245375,2,2
"iRep=234",288.906312334552,299.378035145663,294.048816246562,317.086606431005,303.921834076629,343.714380758849,2,2
"iRep=235",277.8081013693,288.27982418041,281.715110404932,304.752900589375,291.1434538657,330.93600054792,2,2
"iRep=236",288.945550879217,299.417273690327,298.618939122168,321.656729306611,304.228189685716,344.020736367936,2,2
"iRep=237",286.020514999772,296.492237810883,293.893934579037,316.93172476348,306.522621484758,346.315168166978,2,2
"iRep=238",298.882107078389,309.3538298895,305.281544832511,328.319335016954,313.40097387235,353.19352055457,2,2
"iRep=239",289.330335553523,299.802058364633,291.203914594599,314.241704779043,303.755271759544,343.547818441764,2,2
"iRep=240",303.518241797822,313.989964608933,313.072028816225,336.109819000668,326.776863978774,366.569410660994,2,2
"iRep=241",285.887903313897,296.359626125008,287.802035294129,310.839825478573,299.02065741045,338.81320409267,2,2
"iRep=242",267.203069708692,277.674792519802,263.158956760146,286.196746944589,278.459781591406,318.252328273626,3,2
"iRep=243",272.451079932208,282.922802743319,282.635642755395,305.673432939838,296.921209340217,336.713756022437,2,2
"iRep=244",305.624578556912,316.096301368023,316.369733082127,339.40752326657,323.10017516103,362.89272184325,2,2
"iRep=245",259.983820483689,270.455543294799,268.993051201578,292.030841386021,284.984711815794,324.777258498014,2,2
"iRep=246",289.530226376003,300.001949187113,298.369400989057,321.4071911735,309.624342444591,349.416889126811,2,2
"iRep=247",287.973872861478,298.445595672588,298.587625547422,321.625415731865,313.592390507867,353.384937190087,2,2
"iRep=248",293.378527690515,303.850250501625,300.952403063751,323.990193248194,310.637778370499,350.430325052719,2,2
"iRep=249",307.502581749369,317.97430456048,311.590221381149,334.628011565592,326.991743465223,366.784290147443,2,2
"iRep=250",285.486022276943,295.957745088053,293.212462441892,316.250252626336,303.605562229963,343.398108912183,2,2
"iRep=251",299.141590352328,309.613313163438,305.070057801315,328.107847985758,318.155051212677,357.947597894897,2,2
"iRep=252",301.869803515998,312.341526327109,305.177151082369,328.214941266812,314.164328078699,353.956874760919,2,2
"iRep=253",290.044346983032,300.516069794142,298.49763085788,321.535421042323,310.070170868599,349.862717550819,2,2
"iRep=254",297.275941736351,307.747664547462,305.588287648412,328.626077832855,317.333578379573,357.126125061793,2,2
"iRep=255",297.596549014504,308.068271825615,301.206477976519,324.244268160962,316.405451159641,356.197997841861,2,2
"iRep=256",297.873136339335,308.344859150445,305.094159377457,328.1319495619,315.345397755466,355.137944437686,2,2
"iRep=257",307.734078849237,318.205801660348,308.664990608872,331.702780793315,315.280813672193,355.073360354413,2,2
"iRep=258",301.459521322959,311.931244134069,308.768639364777,331.80642954922,317.759994629517,357.552541311737,2,2
"iRep=259",307.043163875228,317.514886686339,312.100525974634,335.138316159077,322.761527136601,362.554073818821,2,2
"iRep=260",290.73337437804,301.20509718915,297.021298907411,320.059089091854,309.462425573687,349.254972255907,2,2
"iRep=261",278.971843209437,289.443566020548,286.482122197503,309.519912381946,299.537457873676,339.330004555896,2,2
"iRep=262",295.827348447546,306.299071258656,295.188080882178,318.225871066621,306.804781893722,346.597328575942,3,2
