"","t=1","t=2","t=3","t=4","t=5","t=6","t=7","t=8","t=9","t=10","t=11","t=12","t=13","t=14","t=15","t=16","t=17","t=18","t=19","t=20","t=21","t=22","t=23","t=24","t=25","t=26","t=27","t=28","t=29","t=30","t=31","t=32","t=33","t=34","t=35","t=36","t=37","t=38","t=39","t=40","t=41","t=42","t=43","t=44","t=45","t=46","t=47","t=48","t=49","t=50","t=51","t=52","t=53","t=54","t=55","t=56","t=57","t=58","t=59","t=60","accuracy"
"iRep=35",1,4,4,2,4,2,4,4,2,1,1,4,2,4,4,4,4,4,2,1,1,4,4,4,4,4,2,4,2,4,4,4,2,4,4,2,1,4,2,4,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,0.4
"iRep=36",4,3,1,4,2,4,2,2,4,3,4,2,4,2,4,2,4,2,2,4,3,4,2,1,2,4,3,4,2,4,3,4,3,4,3,4,2,2,1,2,1,2,4,3,4,2,4,2,2,1,4,3,1,2,1,4,2,4,2,4,0.383333333333333
"iRep=37",1,4,2,2,1,4,3,2,2,2,1,2,2,1,2,1,4,3,1,4,3,4,3,2,1,2,2,1,2,1,4,3,2,2,1,4,2,1,2,2,2,2,1,4,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,0.366666666666667
"iRep=38",1,4,2,1,4,2,2,1,4,2,2,1,4,2,1,4,2,1,4,2,2,1,4,3,3,1,4,2,2,1,2,1,4,2,1,4,4,2,1,2,1,4,2,1,4,2,1,4,2,1,4,2,2,1,4,2,1,2,1,4,0.483333333333333
"iRep=39",1,2,2,4,3,1,2,4,3,4,3,4,3,1,2,4,3,4,3,1,2,4,3,1,3,1,3,1,2,4,3,4,3,4,3,4,4,3,1,2,4,3,1,2,4,4,3,4,4,3,4,3,1,2,4,3,1,3,1,4,0.45
"iRep=40",4,2,4,2,1,3,3,1,4,2,1,3,1,4,2,1,3,1,4,2,1,3,3,3,3,3,3,3,3,2,1,4,2,4,4,2,1,4,4,3,3,3,3,1,3,1,3,3,1,3,3,3,3,3,3,1,4,2,4,2,0.45
"iRep=41",4,3,1,3,1,3,1,2,1,3,3,3,1,2,1,3,1,2,1,2,4,3,3,2,4,3,1,3,2,4,3,2,4,3,2,4,3,1,3,2,4,3,1,3,2,4,3,2,4,3,1,2,4,4,3,1,2,4,3,1,0.466666666666667
"iRep=42",2,3,2,1,1,2,3,4,2,1,3,1,1,3,4,2,1,3,3,1,4,3,3,1,2,1,1,2,3,1,1,2,3,3,2,1,1,3,3,3,2,4,4,4,4,4,4,2,3,2,1,3,1,4,2,2,1,3,2,1,0.45
"iRep=43",4,3,1,4,4,3,1,1,4,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,4,4,3,1,1,4,3,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.416666666666667
"iRep=44",3,2,2,3,3,1,2,2,2,3,4,1,1,3,1,3,3,2,1,4,3,4,3,2,3,3,4,1,3,4,2,3,2,1,4,2,1,4,3,1,2,1,4,2,1,2,2,1,3,4,2,2,3,3,4,1,2,3,3,4,0.516666666666667
"iRep=45",2,3,3,3,3,4,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,1,4,4,4,4,1,2,3,4,4,4,4,4,1,2,4,1,1,2,4,4,4,4,1,2,3,4,1,1,2,3,3,4,1,2,3,3,3,3,0.366666666666667
"iRep=46",3,2,2,2,2,2,3,4,2,2,3,2,3,3,3,4,2,2,3,3,3,2,3,1,2,2,2,4,3,2,3,1,2,3,3,3,3,3,3,2,3,4,2,4,3,2,3,2,4,3,3,1,2,3,2,2,3,1,2,3,0.3
"iRep=47",1,2,3,1,4,3,2,4,3,2,2,4,4,3,4,3,4,3,2,2,3,1,2,2,4,3,3,1,4,3,1,2,2,4,3,2,4,3,1,2,4,4,3,4,3,2,2,4,3,1,4,4,3,4,4,3,4,3,1,2,0.483333333333333
"iRep=48",1,1,1,4,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,3,3,3,1,4,3,1,1,4,1,1,4,3,1,4,3,1,4,3,3,0.433333333333333
"iRep=49",3,1,2,4,3,4,3,4,3,4,3,1,4,3,1,4,3,4,3,1,4,3,1,2,4,1,4,3,4,3,4,3,4,3,1,4,3,4,3,4,3,4,3,1,4,3,4,3,4,3,4,1,2,4,3,1,2,4,3,1,0.3
"iRep=50",3,1,3,1,2,3,1,3,3,1,2,3,3,3,1,4,2,3,1,3,3,1,1,1,2,3,4,2,2,3,1,1,3,3,1,1,3,1,2,3,1,3,1,2,3,3,3,1,2,3,1,2,3,1,2,3,3,1,2,3,0.4
"iRep=51",2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,3,3,3,3,3,3,3,1,3,3,4,2,2,2,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,4,2,0.4
"iRep=52",4,3,1,3,4,2,4,2,4,3,2,2,3,1,3,1,1,1,3,1,4,3,4,2,3,4,2,3,3,1,1,3,2,3,1,3,4,2,3,1,3,1,3,2,3,1,3,2,3,1,4,2,3,2,2,3,2,3,2,4,0.466666666666667
"iRep=53",1,4,2,4,3,2,2,2,4,2,4,3,4,2,3,4,1,3,2,4,2,2,2,2,4,3,4,1,4,1,2,2,4,2,4,1,4,2,2,2,4,3,4,1,1,4,2,4,3,4,1,3,4,1,2,4,2,4,3,4,0.55
"iRep=54",1,3,1,1,3,4,1,3,4,1,1,3,1,1,3,4,2,2,2,2,2,4,1,3,1,3,4,1,3,4,1,3,4,2,2,2,2,2,2,2,2,2,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,0.366666666666667
"iRep=55",2,3,1,4,2,3,4,2,3,1,4,4,4,2,2,3,4,2,2,2,2,2,2,3,4,2,2,2,2,2,3,1,3,1,4,2,3,4,2,2,1,4,4,2,2,2,3,1,4,2,3,4,2,2,3,1,2,3,1,4,0.466666666666667
"iRep=56",4,3,2,4,3,4,3,4,3,2,4,3,4,3,2,4,3,4,3,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,4,3,4,3,4,3,4,3,1,1,1,2,4,3,4,3,4,0.466666666666667
"iRep=57",4,3,1,2,4,3,4,3,1,2,3,1,2,3,4,1,2,4,3,4,3,1,2,3,1,2,1,2,3,1,2,3,1,2,4,3,1,2,3,4,3,4,4,3,4,3,1,2,4,3,1,2,4,1,2,1,2,4,3,4,0.35
"iRep=58",3,2,4,2,4,4,3,2,4,2,4,4,2,4,2,4,3,2,4,2,4,2,4,3,2,4,4,2,4,4,4,1,3,2,4,3,2,4,3,2,4,4,4,3,2,4,4,4,2,4,4,1,3,2,4,2,4,4,4,4,0.333333333333333
"iRep=59",4,4,3,2,3,4,4,2,3,2,3,2,3,2,3,4,4,4,4,3,2,3,2,3,4,3,1,2,3,2,3,4,1,1,2,3,2,3,4,4,4,2,3,4,4,4,3,4,2,3,4,3,4,3,4,3,2,3,2,3,0.5
"iRep=60",3,2,4,1,3,2,2,4,4,1,2,4,1,4,4,4,1,2,2,4,1,2,4,1,2,2,4,1,4,1,2,4,1,4,1,3,3,3,3,2,4,1,3,3,2,4,4,1,4,4,1,3,2,2,2,4,1,3,3,2,0.466666666666667
"iRep=61",4,2,2,2,3,4,2,2,3,1,4,2,2,2,2,2,3,3,1,3,2,3,3,3,2,3,2,2,3,3,3,3,3,3,4,3,3,2,2,3,1,3,3,2,2,2,2,2,3,2,3,2,2,2,2,3,3,3,3,3,0.416666666666667
"iRep=62",3,1,3,1,3,1,1,3,4,2,3,4,2,2,3,4,1,1,3,1,2,2,3,4,4,4,4,4,1,3,1,1,1,3,4,4,4,2,2,3,1,3,4,4,4,4,2,2,3,4,1,3,4,1,3,4,2,3,1,3,0.55
"iRep=63",2,4,3,2,4,3,2,3,2,4,3,4,3,2,4,4,3,2,4,3,2,4,3,3,2,4,3,2,1,1,2,4,3,4,3,2,4,3,2,4,3,3,4,3,3,3,3,3,2,4,3,3,4,3,3,3,3,2,1,1,0.466666666666667
"iRep=64",4,2,1,3,3,4,3,2,3,3,3,3,4,3,2,1,3,2,4,3,3,3,3,3,3,3,4,1,3,3,4,3,4,4,3,2,1,3,3,3,4,3,3,3,3,3,2,3,4,3,3,3,3,3,3,2,1,3,3,3,0.516666666666667
"iRep=65",4,2,3,1,4,1,2,3,1,2,3,2,3,1,2,3,1,4,2,3,1,4,2,3,1,4,3,1,2,4,3,1,2,3,1,2,3,1,2,3,2,3,1,4,2,3,1,2,4,4,3,1,4,1,4,4,3,1,2,3,0.466666666666667
"iRep=66",1,4,3,3,3,2,2,1,1,2,2,2,4,3,4,3,3,3,3,2,2,1,1,2,2,2,2,2,1,4,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,2,2,1,4,3,3,4,3,4,3,2,1,4,3,4,0.4
"iRep=67",3,2,4,3,2,4,3,1,3,2,4,3,1,3,2,4,3,2,4,3,1,3,1,2,4,3,1,3,2,4,3,1,2,4,3,2,4,3,1,3,2,4,3,2,4,3,2,4,3,1,2,4,3,2,4,3,1,2,4,3,0.433333333333333
"iRep=68",1,2,1,3,3,4,4,2,1,3,3,4,2,1,3,3,3,3,4,2,1,1,1,3,3,3,2,1,3,2,1,3,4,1,3,4,4,4,2,1,3,3,3,4,4,4,1,3,2,1,3,2,1,3,4,4,1,3,3,2,0.4
"iRep=69",3,1,4,3,1,2,4,3,1,2,4,3,2,4,3,1,2,4,2,4,2,2,4,3,1,2,4,2,4,3,1,2,2,4,3,1,4,2,4,2,2,4,2,4,2,4,3,1,3,1,3,1,2,4,2,4,2,4,2,2,0.466666666666667
"iRep=70",3,4,2,2,4,2,2,4,2,2,3,4,4,1,3,4,4,2,2,3,4,2,3,4,2,4,1,3,4,2,2,2,2,3,4,1,3,4,1,3,4,1,3,4,2,4,2,4,1,3,4,1,3,4,1,4,2,3,4,1,0.366666666666667
"iRep=71",4,3,3,1,2,2,4,3,3,1,2,4,3,1,2,4,3,3,3,3,1,2,4,3,1,2,4,3,1,2,2,1,2,1,2,4,3,3,3,1,2,4,3,1,2,2,4,3,1,2,2,4,3,3,1,2,2,2,4,3,0.3
"iRep=72",2,2,4,3,2,2,2,2,4,4,4,3,3,1,1,1,4,4,3,3,1,2,2,4,3,1,4,3,1,1,4,3,2,2,4,4,4,4,3,1,4,4,4,4,3,1,4,4,4,4,3,3,3,2,4,3,2,2,2,2,0.4
"iRep=73",1,3,4,2,2,2,1,3,1,1,4,2,2,4,2,3,1,3,4,2,2,2,2,2,3,4,3,4,2,2,3,4,2,4,2,3,1,3,4,2,2,2,4,2,2,2,2,3,4,2,4,2,4,2,1,1,3,1,4,2,0.366666666666667
"iRep=74",3,4,4,2,2,2,2,3,2,4,2,2,4,4,2,3,2,1,4,2,3,3,4,2,4,2,2,3,2,2,2,2,1,1,1,2,3,4,2,3,4,4,2,3,1,2,4,4,2,3,4,2,3,4,2,2,1,4,4,2,0.5
"iRep=75",3,1,4,3,4,1,4,3,1,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,1,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,0.333333333333333
"iRep=76",2,2,2,2,2,2,4,2,4,3,1,1,3,1,4,4,3,1,1,3,1,2,2,2,2,4,2,2,2,2,4,3,1,1,3,1,3,2,2,2,2,4,4,4,2,2,2,2,2,1,3,1,1,3,1,3,1,1,3,1,0.45
"iRep=77",4,2,3,4,2,3,2,3,3,3,3,4,4,2,1,1,1,1,3,4,4,2,3,3,4,2,3,2,3,3,4,4,2,1,3,4,2,3,4,2,3,2,3,4,4,4,2,3,3,3,3,3,4,2,3,3,2,3,4,1,0.483333333333333
"iRep=78",4,1,2,4,2,4,1,1,3,4,1,1,1,3,4,1,3,4,1,2,4,1,1,2,4,2,4,2,4,1,3,4,2,4,2,4,1,3,4,2,2,4,1,2,2,4,2,4,2,4,2,4,2,4,1,1,2,4,2,4,0.3
"iRep=79",3,1,4,1,4,2,4,2,3,4,4,4,2,4,1,1,4,4,4,4,2,4,4,2,3,3,4,2,3,1,4,2,3,1,4,4,4,2,3,3,3,4,2,4,1,4,1,4,4,1,4,2,4,2,4,2,3,1,4,1,0.35
"iRep=80",3,3,3,3,3,1,4,2,2,2,2,2,2,2,2,3,1,4,2,2,2,3,3,1,4,2,2,2,3,1,4,2,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,3,3,4,0.45
"iRep=81",4,3,3,4,3,1,1,4,3,4,3,1,4,3,3,1,1,4,3,3,4,3,3,4,2,3,4,3,4,3,4,2,2,2,3,4,3,1,1,4,3,3,4,3,4,3,3,4,3,2,2,4,2,2,2,2,2,3,3,4,0.4
"iRep=82",2,4,2,2,4,2,1,3,2,4,3,2,2,2,2,2,2,2,4,4,4,2,2,2,4,4,2,4,4,3,2,2,4,4,3,2,4,4,3,1,3,2,4,4,3,2,4,3,2,1,4,2,4,2,4,2,4,3,1,3,0.516666666666667
"iRep=83",3,1,3,2,4,3,3,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,2,4,3,1,4,1,4,3,3,3,4,3,1,4,3,3,1,3,3,3,1,3,1,4,3,2,2,2,2,2,2,2,4,3,1,4,3,2,0.383333333333333
"iRep=84",3,2,3,3,2,2,2,1,4,2,4,4,4,2,3,2,2,4,2,3,2,1,4,2,2,1,1,4,4,4,4,4,4,2,1,4,4,2,4,4,2,2,3,3,3,4,4,2,3,3,3,2,1,4,2,3,2,3,3,2,0.433333333333333
"iRep=85",1,3,2,1,3,4,3,2,1,3,4,1,3,2,3,4,3,4,4,1,3,2,1,3,2,3,4,1,3,4,1,3,2,1,3,4,1,3,4,4,1,3,2,3,2,1,3,2,1,3,2,3,4,1,3,4,4,4,4,1,0.483333333333333
"iRep=86",3,1,1,3,4,1,1,3,1,1,3,4,1,1,3,4,1,3,4,3,4,4,3,4,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.383333333333333
"iRep=87",3,2,2,4,3,4,2,2,4,3,2,2,4,3,2,4,3,4,3,2,2,2,4,3,4,3,4,3,1,4,3,1,4,3,2,4,3,4,3,2,2,2,2,4,3,2,2,2,4,3,2,2,4,3,2,1,4,3,4,3,0.466666666666667
"iRep=89",4,4,1,2,3,2,3,2,3,2,3,2,3,4,3,2,3,2,3,1,2,4,2,3,4,2,4,1,4,3,4,1,2,3,4,2,3,2,3,4,3,4,3,1,2,4,2,2,3,4,1,2,3,2,3,1,2,4,1,2,0.366666666666667
"iRep=90",3,1,4,3,3,1,1,4,2,2,2,2,2,2,2,2,4,2,2,4,3,1,4,2,4,2,4,3,1,4,3,1,4,3,3,1,4,3,1,1,4,3,1,1,4,2,2,4,3,1,4,2,2,2,2,2,2,2,2,2,0.466666666666667
"iRep=91",2,4,2,4,2,1,3,2,4,2,2,2,1,2,1,3,3,3,2,4,4,4,2,4,4,1,3,3,3,2,1,2,4,1,3,3,2,1,2,2,1,3,3,2,4,4,2,2,2,1,3,3,2,2,4,2,2,2,4,2,0.483333333333333
"iRep=92",3,4,2,1,3,2,3,2,1,3,2,1,3,4,2,3,2,3,2,1,3,2,1,3,2,3,4,2,1,3,2,3,2,3,2,1,3,2,4,2,1,3,4,1,3,4,2,4,2,3,4,1,3,4,2,3,4,2,3,4,0.283333333333333
"iRep=93",3,4,1,1,2,4,1,2,3,4,1,4,1,2,4,1,3,4,1,1,3,4,1,2,4,3,4,3,4,1,2,4,1,3,4,1,2,4,1,3,4,3,4,1,3,4,3,4,1,1,2,4,3,4,3,4,1,2,4,1,0.3
"iRep=94",3,1,4,3,1,3,1,4,3,2,2,1,4,3,4,2,1,2,2,2,1,2,4,2,1,4,3,4,2,4,1,3,2,4,3,4,2,2,1,4,3,1,4,3,1,4,3,2,2,1,3,4,3,4,3,4,3,4,3,4,0.55
"iRep=95",4,2,2,4,2,4,2,4,1,1,4,1,3,1,3,4,2,4,2,4,2,3,4,2,3,1,1,1,4,2,3,4,2,4,2,4,1,4,2,4,2,4,2,3,1,4,2,4,1,1,1,4,1,4,2,4,1,4,1,4,0.433333333333333
"iRep=96",4,4,1,2,1,3,4,2,1,2,3,1,2,3,1,2,3,4,2,1,2,4,2,3,1,3,2,3,4,1,2,4,2,1,2,1,2,1,2,3,3,2,4,4,2,3,3,3,1,2,4,1,3,4,4,2,4,2,3,4,0.383333333333333
"iRep=97",4,4,1,4,1,4,1,3,2,2,1,4,4,1,4,1,3,2,1,3,2,2,2,1,3,2,1,4,4,4,4,1,3,2,1,4,1,3,2,2,1,4,1,4,4,4,1,3,2,2,2,2,2,1,4,1,4,4,4,1,0.416666666666667
"iRep=98",1,3,2,4,2,1,1,3,3,3,3,3,3,4,2,1,1,3,4,2,4,2,4,2,1,3,4,2,4,2,1,3,3,3,3,4,2,1,1,1,1,1,3,4,2,4,2,2,4,2,4,2,1,3,4,2,4,2,4,2,0.35
"iRep=99",1,1,3,3,3,3,1,3,3,1,3,2,4,2,4,1,2,4,2,4,2,4,4,2,4,2,4,2,4,1,3,3,1,3,3,3,1,1,3,2,4,2,4,2,4,1,3,3,3,3,2,4,2,4,2,4,2,4,1,3,0.383333333333333
"iRep=100",3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,4,2,2,3,3,4,3,3,3,4,4,2,2,4,2,1,4,2,1,4,4,2,2,2,1,4,3,4,2,3,3,4,2,2,1,4,3,4,2,2,1,4,4,3,3,0.5
"iRep=101",2,3,1,4,2,4,2,1,2,3,3,3,3,1,2,1,2,4,4,4,4,2,3,1,4,1,4,4,4,2,4,2,3,1,4,1,4,2,3,3,3,3,3,3,2,4,4,4,1,2,3,1,4,4,4,2,3,1,2,4,0.35
"iRep=102",2,2,1,4,3,4,2,4,2,4,3,4,3,4,3,1,3,4,3,4,2,2,1,4,2,3,1,3,2,4,2,2,2,4,3,1,3,2,1,3,2,4,2,2,4,3,2,4,2,2,1,3,4,2,4,3,2,2,4,3,0.45
